431.2	119	397.7264	82.9537
191.8	64.4	152.4721	82.4886
307	372	331.9173	357.6149
439.6	267.4	438.3118	226.3493
226	186	212.4199	193.7815
439	433	473.7956	388.2616
255	386	284.3885	382.6358
114	242	115.8558	273.0854
460	432	494.0563	382.6924
103	353	129.5274	383.6723
123	269	130.5418	297.4216
75	361	104.1217	397.5707
310.8	61.6	267.7282	53.4065
166	75	129.6952	98.5356
332	72	290.6713	58.8936
155	316	171.8946	336.2594
304.998	166.4725	285.4798	156.0925
82.3647	281.2706	94.6396	317.9481
192.451	267.5098	198.1174	278.9695
198.4549	197.6647	188.0689	210.8328
137.4079	335.0627	158.8082	356.8499
272.8059	165.847	254.4196	163.7555
