389	91.3333	387.6667	78.6667
434.3333	180.6667	432.6667	167
460	82	455.3333	66.6667
98	43	103.3645	31.2914
100	56	105.6323	44.4166
390	31	389.3653	17.4858
488	164	485.6246	150.5479
327	368	326.7617	348.7752
483	358	481.255	337.2344
351	150	350.1448	135.1345
130	122	134.314	107.4366
302.6667	450.6667	304.5201	429.21
135	162	138.4972	145.3168
455.7452	415.1925	453.6667	395.3333
470	454	466.9402	432.9429
289	180	290.2786	165.0812
316	473	316.3549	451.5728
429	480	427.3307	458.4607
419.3333	233.6667	415.665	215.6824
287.727	308.3717	288.6667	290
