438.2	161	508.67	233.1448
457.8	161	527.8598	236.5787
395.92	194.04	461.6535	258.2273
33	47	130.3865	49.6452
499.8	163.8	568.4916	246.6863
511	198.8	573.5141	283.0447
322	547.4	329.2171	592.9177
499	164	567.6748	246.7428
511	168	578.7378	252.7748
201	194	270.4934	224.017
561	219	618.996	311.6321
292	477	311.7413	518.4465
149.8	61.6	242.708	84.6422
109	93	197.2855	108.3759
86	48	182.3288	59.9899
368	209	431.7916	268.0667
369.2249	196.3914	433.5287	255.9503
323.6098	578.1596	324.8042	623.4469
177.9228	132.8105	257.9709	160.4229
228.1537	512.7425	241.5858	542.8498
85.3593	23.9478	185.7628	37.2301
