194.0672	112.0369	192.9343	125.0543
210.745	183.27	198.4375	194.7771
217.2446	218.2622	199.2289	230.1753
372.5686	175.887	349.9619	207.2526
121.4045	128.7118	122.9459	131.1737
191.2714	234.5324	173.2729	240.8948
193.9595	112.3393	193.827	125.8376
311.0637	179.2852	292.6459	203.0401
247.1659	188.7786	231.2019	204.683
312.2186	180.2944	292.7229	203.2959
155.2486	68.6086	161.9584	79.0769
88.4238	84.3289	97.9695	87.7922
262.4037	304.7339	229.4706	317.2954
272.9677	296.3263	241.6466	310.4377
296.0751	228.6785	271.9272	250.3255
205.9454	248.4115	187.6919	256.0168
223.8759	237.2424	201.9268	246.5414
131.0874	76.588	139.3387	84.3902
148.1743	60.7728	157.1807	70.8522
430.8195	234.3988	397.9186	271.4457
455.927	214.3324	423.2279	254.6526
467.0345	260.1114	427.2272	299.7599
454.8449	270.519	415.8985	307.3105
408.4403	269.6754	372.5314	300.8169
424.0786	210.4146	394.0235	246.9957
431.5067	217.9786	399.7221	254.9844
