165.4615 	306.5092 	154.7871 	299.5573 
235.0476 	325.2454 	218.9462 	315.2728 
123.0549 	211.2857 	117.9892 	214.3158 
377.6703 	421.5275 	347.1622 	398.3105 
280.6300 	219.0952 	259.4820 	219.6772 
337.9890 	402.0659 	312.5670 	382.6836 
206.8681 	307.9927 	190.3328 	301.8726 
330.1795 	344.2234 	301.7146 	331.7036 
283.1136 	428.0037 	262.1561 	407.4359 
26.0476 	443.6227 	35.8328 	422.7259 
188.1319 	283.9304 	174.5820 	280.7189 
226.3297 	207.4102 	210.3791 	210.7941 
308.3260 	280.3883 	283.7120 	275.8321 
