150.92	502.152	116.64	397.1478
446.3333	104.6667	288.449	105.45
325	240.6667	216.5923	206.1438
95	147	51.522	156.7654
93	235.6667	56.6762	218.5712
158	505	120.5457	397.9822
586.6667	441.3333	405.5008	322.4709
166.6667	477.3333	124.8335	378.0834
224.3333	150	139.9556	149.713
225.3333	107.6667	138.0662	121.5199
209.3333	86	125.0976	106.1906
328	98.3333	207.7425	108.6679
351.3333	77	222.2026	92.1407
160.6667	429	117.0564	345.5915
444.6667	171.3333	291.2724	150.4494
443	242.6667	295.3288	198.457
223	237.6667	145.8024	211.7867
