405.6667	95	333	101.6667
488.3333	302.6667	415.3333	309.3333
478.3333	329.6667	405	336
329.6667	60.3333	256.8389	67.9859
360.3333	234.3333	287.3324	241.086
325.6667	283.3333	252.8825	290.6022
360	363.6667	286.0393	370.5112
318.3333	45	244.2881	53.1684
457.3333	410.3333	383.286	418.2305
317.3333	189	243.7072	196.6074
314.3333	234.6667	241.1532	242.3102
186.6667	226.3333	113.7747	234.6322
390.6667	76	317.349	84.0508
264.3333	89	190.586	94.2404
242	337	168.5257	344.4347
205	330.6667	131.6226	336.7428
256.6667	427	185.2686	431.2801
360.3333	363.3333	286.4369	369.8455
267	163.6667	194.328	170.7164
136.6667	136.3333	64.4579	143.8633
150	256.6667	77.9521	264.9791
196.3333	304	123.4177	310.5424
153.3333	52.6667	81.5424	60.4965
109.6667	93.6667	37.6359	100.6473
256.6667	35	184.3277	43.3027
254.6667	130.3333	182.3371	137.2622
193	430	120.2332	436.3592
101	433	28.3725	439.274
