393.1052	107.883	337.9473	173.5319
361.8851	210.1905	324.0083	219.0817
335.375	226.3233	312.4017	225.9853
127.2267	236.4006	219.5229	231.387
407.3169	137.4597	342.8562	185.6689
386.2844	216.3347	334.4229	221.355
417.1278	14.875	345.1056	131.6741
340.0083	111.1273	312.664	173.6305
319.6644	107.3718	302.5211	171.5641
301.3205	68.5064	294.969	152.2053
414.2166	111.0051	347.1072	174.5329
319.8201	287.6433	304.2111	254.0295
336.9194	317.2757	310.9517	265.5751
486.6808	325.4753	378.8049	270.609
484.2587	319.9089	377.3397	267.8085
402.4171	393.5508	342.3396	299.3032
395.9396	306.9538	338.6873	261.1471
369.5737	401.995	328.058	304.3885
345.1525	494.2473	317.7947	345.1844
155.9478	169.2029	226.1691	197.6468
189.2468	30.4968	246.3364	138.2919
157.2811	22.0192	232.3166	135.752
495.1145	193.6356	382.0283	210.4968
471.9703	213.7569	372.3956	219.7943
408.6502	447.3045	344.2285	323.1275
