87.808	381.416	79.7146	357.063
225.4	303.8	198.2998	252.711
173.6	401.8	168.187	359.4414
263.2	305.2	235.6785	246.3205
134.4	284.2	104.9014	252.1853
245	274.4	211.3121	219.868
269	302	240.6919	241.9924
263	308	236.0744	249.1065
192	287	161.987	243.1021
247	310	220.8004	254.353
135	285	105.6587	252.8462
176	366	162.9815	323.8379
124	432	125.9071	399.24
238	363	223.1775	308.1659
417	254	375.74	164.5418
391	408	382.8612	320.8801
52	480	65.396	461.1128
476	296.8	442.7125	194.3783
117	362	104.2572	332.0283
99.4	379.4	90.6654	352.7038
134	358	120.0889	324.6162
160	383	150.8758	343.7938
85	429	87.0115	404.3016
520.8	259	478.6676	148.1155
201	469.6667	209.0337	420.5424
278.3333	249.3333	239.4169	189.374
205.6667	331.3333	185.6952	283.5573
359.3333	245	316.9685	167.0366
