322	516.6	295.8626	392.0925
253.4	417.2	244.1699	330.8228
417.3333	458.3333	353.0081	345.8328
476	395	387.4352	298.6114
375	461	325.2948	350.6873
566.3334	478.6667	451.998	347.7779
342.6667	315.3333	294.0451	257.1022
284.6667	378.3333	260.4983	302.4751
433.3333	398.6667	359.3041	305.6651
475	575.6667	399.818	417.6956
508.3333	540	417.3922	393.2759
385.6667	493	334.6601	369.2744
195.3333	473.3333	208.7367	372.7989
285	557	272.9177	419.8749
411.3333	422.3333	345.6425	322.3277
340.6667	365	296.9786	289.3768
506.6667	515	415.2594	374.9285
538	481.3333	433.1663	350.4033
244.3333	468	240.8499	363.61
342.6667	494.6667	307.5825	374.0801
448.3333	577.3333	380.5717	420.2402
