428.4	190.4	285.8732	45.791
364	176.4	219.112	54.5599
270.48	323.4	179.3424	228.7147
449.4	282.8	337.7151	127.6516
314	148	161.2891	44.4697
198.8	329	112.2502	258.912
455	218	320.9298	63.2
428.4	177.8	281.5625	33.641
362	146	206.7964	25.9402
364	176	218.9753	54.1742
402	269	287.354	130.7394
478	260	357.4469	95.7566
272	181	132.1455	90.815
209	199	77.6668	129.9614
318	373	242.0571	260.1511
430	176	282.4975	31.3452
462	195	319.7902	38.5988
414.8887	231.7478	287.3542	89.0139
398.802	152.8371	244.3328	19.0893
248.8345	210.9488	119.8042	128.3429
