188.16	362.6	169.7486	299.6138
211.4	348.6	184.7826	288.4977
339.3333	285	267.2339	239.0902
312.3333	291	248.6171	244.684
408.3333	385.6667	320.502	301.2727
497	339	375.9578	261.4228
290.3333	473	247.0872	369.3233
105.3333	451	120.423	367.6602
166.3333	442	161.3203	356.4238
215	487.6667	197.0725	384.7536
215.6667	549.3333	201.4352	426.0067
336.3333	489	280.1902	375.6318
412.3333	431	326.3742	331.4729
242.6667	426.3333	210.9464	341.0599
161	383.3333	153.3757	316.2755
426.3333	373.6667	331.8889	290.1591
223.3333	354.3333	193.5361	292.4623
357.6667	272.6667	278.392	228.3571
260	568.3333	233.4705	436.0553
342	468	281.2529	361.2275
