247.3333 	72.0000 	190.3333 	141.0000 
236.6667 	91.0000 	181.3333 	158.3333 
223.3333 	97.0000 	168.0000 	164.3333 
136.0119 	181.6547 	80.3333 	250.3333 
239.6667 	250.6667 	183.9696 	318.6385 
269.3333 	267.3333 	214.1738 	335.2710 
375.0000 	316.0000 	319.5708 	382.1866 
391.0000 	296.0000 	335.5897 	362.4527 
110.0538 	249.6460 	53.3333 	317.0000 
195.3333 	333.0000 	138.7873 	401.0813 
223.0000 	385.0000 	167.3912 	451.9504 
164.0000 	400.6667 	110.3824 	467.3271 
137.0000 	87.6667 	81.0170 	156.4322 
293.0000 	189.0000 	237.4157 	256.1045 
398.0000 	401.0000 	341.5071 	468.3003 
309.0000 	369.0000 	252.9997 	437.0103 
437.6667 	19.6667 	384.0406 	88.0054 
99.6667 	331.0000 	43.1763 	398.9366 
227.3596 	201.4962 	171.0000 	270.0000 
262.3333 	26.6667 	206.0683 	94.6881 
