299.8315	415.1025	209.6007	300.0549
258.2198	388.2857	167.7656	273.685
364.1429	362.4725	272.9048	247.978
259.1099	314.4066	171.2567	201.114
132.7143	499.5494	42.0322	384.0609
173.6593	513.7912	82.1916	397.5089
450.8168	357.5787	359.7873	241.1949
444.2527	301.0549	352.7716	184.7624
257.663	244.5348	167.7398	129.2764
245.8687	162.0136	155.304	46.9304
256.4395	204.9231	165.9121	89.8366
137.5725	432.3531	47.2637	317.967
482.5274	406.4212	392.143	291.28
476.8535	481.3003	387.918	366.3571
425.2271	224.3956	333.0023	108.5723
130.9341	261	40.2406	145.5446
131.8242	139.0549	42.054	22.7051
363.0293	488.2014	272.6134	373.816
403.3077	161.641	311.2227	45.462
465.6154	156.8571	373.1997	41.6721
