332.442	298.6357	314.3956	293.0755
293.4196	328.7484	285.5932	259.6045
438.6788	173.9795	425.2178	384.7129
483.6277	215.7901	390.3349	426.3828
491.0884	241.2207	367.4786	433.9843
499.7227	261.4138	350.1404	441.66
506.033	261.3152	349.8072	448.0329
278.1758	533.1025	103.7704	249.5267
175.9166	439.7832	185.1756	157.1235
220.5585	264.3327	342.2392	192.9628
236.9538	282.0755	327.4577	208.3787
281.0797	194.7177	406.1045	245.4666
286.1875	192.6818	407.3615	249.9745
283.7913	180.6739	417.9555	248.4969
213.3195	244.3443	360.761	185.707
120.9488	162.8607	430.533	101.0099
