160.72	82.32	141.7885	110.6318
137.2	368.48	69.5065	387.436
368.2	257.6	314.9965	318.7245
366.52	76.44	344.8365	140.4504
198.8	250.6	150.1259	282.5382
348.6	91	324.7129	151.672
349	91	325.1024	151.7393
273	172	236.4566	218.2127
451	34	435.2456	113.3014
183	296	126.8204	324.3401
243	295	185.7825	333.7373
254	369	183.7947	408.157
527	398	446.2518	483.8298
330	47	314.0921	105.1667
425.6	282.8	366.9092	353.3816
208	298	150.968	330.6224
154	67	137.8288	94.4023
164	84	144.7177	112.8515
269	242	220.4233	286.2487
365	92	340.6376	155.4913
195	58	179.6341	92.6363
260.9731	337.1254	194.86	377.0829
206.8653	360.8368	138.8396	392.5564
187.1619	209.5412	146.1264	240.5096
223.8995	288.0256	167.9031	325.1699
190.8378	371.5271	123.5723	399.8833
162.7773	361.8394	95.0127	386.0814
141.7379	116.0201	116.73	139.2089
