97.3919	386.5714	226.7088	440.7802
120.1154	144.0128	247.9817	210.7692
120.7418	183.2637	248.0305	245.3118
159.7564	142.5623	290.0152	207.7766
222.3956	280.3297	351.6825	338.2324
248.961	209.3509	380.1996	273.9579
322.4615	213.0439	452.122	275.1172
174.9517	266.7791	304.1501	327.2454
280.8004	302.0916	407.3924	358.5883
95.3919	255.6465	226.6072	316.5211
96.5507	300.4033	227.5128	358.6923
4.4642	315.7034	136.9945	372.6319
167.8311	120.1888	298.1703	188.3608
160.2857	387.2967	293.6303	441.1395
257.1185	382.8966	388.2179	436.859
340.3809	382.6502	467.5392	435.5088
258.4304	424.978	387.5864	475.8137
